net,length_um
reg_pc\[1\],17.86
_03170_,17.82
_02490_,17.8
_03705_,17.8
_07279_,17.8
_13750_,17.8
_04024_,17.78
_06540_,17.78
_03394_,17.75
_00930_,17.745
_02928_,17.74
_12618_,17.74
_03202_,17.72
genblk1.pcpi_mul.rs1\[6\],17.72
_01557_,17.7
_01628_,17.7
_05195_,17.7
_08379_,17.7
_09846_,17.7
_12800_,17.7
_03867_,17.68
_06628_,17.68
_07269_,17.68
_10562_,17.68
count_instr\[30\],17.68
genblk1.pcpi_mul.rd\[46\],17.68
net440,17.68
_02976_,17.66
_02990_,17.66
_07536_,17.66
_11015_,17.66
_12006_,17.66
_12654_,17.66
_13432_,17.66
cpuregs\[1\]\[30\],17.66
_06840_,17.64
_09236_,17.64
_12841_,17.64
_13735_,17.64
cpuregs\[14\]\[27\],17.64
_11486_,17.62
_12911_,17.6
_07487_,17.58
_09560_,17.58
_06543_,17.56
_10971_,17.56
_12996_,17.56
_02885_,17.54
_07863_,17.54
_11727_,17.54
_12578_,17.54
_12589_,17.54
_13786_,17.54
cpuregs\[5\]\[26\],17.54
pcpi_timeout_counter\[1\],17.54
_12292_,17.53
_02652_,17.52
_13932_,17.52
cpuregs\[16\]\[27\],17.52
cpuregs\[14\]\[14\],17.5
_08622_,17.48
_08807_,17.48
_09656_,17.48
_10366_,17.48
cpuregs\[4\]\[29\],17.48
_03281_,17.46
_03393_,17.46
_04672_,17.46
_06565_,17.46
_12783_,17.46
cpuregs\[8\]\[28\],17.46
reg_out\[8\],17.46
net417,17.46
_03480_,17.44
_03852_,17.44
_05109_,17.44
_12652_,17.44
_12848_,17.44
_14142_,17.44
_02966_,17.42
_05144_,17.42
_12350_,17.42
cpuregs\[10\]\[4\],17.42
cpuregs\[11\]\[6\],17.42
cpuregs\[14\]\[5\],17.42
_05056_,17.4
_05866_,17.4
_10497_,17.4
_11502_,17.4
_14013_,17.4
_02310_,17.38
_04419_,17.38
_06245_,17.38
_12650_,17.38
_02820_,17.36
_07674_,17.36
_09369_,17.36
_09903_,17.36
_12378_,17.36
_14436_,17.36
_09397_,17.34
_01366_,17.325
_03039_,17.32
_03525_,17.32
_11535_,17.32
_01001_,17.305
_08463_,17.3
_12263_,17.3
_10617_,17.28
_12732_,17.28
_14057_,17.28
instr_slt,17.28
_05236_,17.26
_13009_,17.26
_13538_,17.255
_07168_,17.25
_03232_,17.22
_03529_,17.22
_04434_,17.22
_10202_,17.22
_03367_,17.2
_13080_,17.2
_07455_,17.195
_14598_,17.185
_04472_,17.18
_11204_,17.18
_11307_,17.18
_02447_,17.16
_04515_,17.16
_06990_,17.16
_10773_,17.16
_12557_,17.16
_04477_,17.14
_07386_,17.14
_07952_,17.14
_10810_,17.14
_13626_,17.14
_11419_,17.12
_11459_,17.12
_12391_,17.12
_13354_,17.12
_00077_,17.105
_02862_,17.1
_03075_,17.1
_03532_,17.1
_09308_,17.1
_11169_,17.1
_07685_,17.08
_10690_,17.08
_07964_,17.06
_08987_,17.06
_09609_,17.06
_11761_,17.06
_07182_,17.04
_13264_,17.04
cpuregs\[3\]\[31\],17.04
_01902_,17.02
_04656_,17.02
_08491_,17.02
_11901_,17.02
_14531_,17.02
cpuregs\[18\]\[10\],17.02
cpuregs\[3\]\[5\],17.02
_02708_,17
_07117_,17
_09359_,17
_09720_,17
_09000_,16.99
_00075_,16.985
_12346_,16.98
_12958_,16.98
cpuregs\[18\]\[31\],16.98
_02066_,16.96
_04020_,16.96
_12169_,16.96
_12969_,16.96
_01661_,16.94
_02453_,16.94
_05136_,16.94
_06836_,16.94
_11254_,16.94
_12366_,16.94
cpuregs\[14\]\[31\],16.94
_11627_,16.92
_12810_,16.92
_13456_,16.92
_10434_,16.9
_11515_,16.9
_12209_,16.9
_02459_,16.88
_10261_,16.88
net424,16.88
_14423_,16.86
_03186_,16.84
_04282_,16.84
_06961_,16.84
_07925_,16.84
cpuregs\[8\]\[11\],16.84
cpuregs\[8\]\[25\],16.84
_11909_,16.83
_01894_,16.82
_02422_,16.82
_13532_,16.82
_01838_,16.78
_02700_,16.78
_08869_,16.78
_09501_,16.78
_10289_,16.78
_11435_,16.78
_11783_,16.78
_06521_,16.76
_09578_,16.76
_11027_,16.76
_13105_,16.76
reg_out\[29\],16.76
_01750_,16.74
_01928_,16.74
_03052_,16.74
_04122_,16.74
_09950_,16.74
_13976_,16.74
_02733_,16.72
_10844_,16.72
_10890_,16.72
_13109_,16.72
_05548_,16.705
_02285_,16.7
_10427_,16.7
_12959_,16.7
_02759_,16.68
_04566_,16.68
_10692_,16.68
_11215_,16.68
_04324_,16.66
_08453_,16.66
_14259_,16.66
_14003_,16.65
_03454_,16.64
_06615_,16.64
_07098_,16.64
_13458_,16.64
alu_shl\[8\],16.64
_06570_,16.62
_07259_,16.62
_09043_,16.62
_11652_,16.62
_14200_,16.62
cpuregs\[2\]\[9\],16.62
cpuregs\[8\]\[21\],16.62
_02662_,16.6
_04047_,16.6
_04110_,16.6
_14074_,16.6
_04100_,16.56
_04798_,16.56
_06585_,16.56
_13120_,16.56
_01903_,16.52
_02028_,16.52
_03372_,16.52
_13298_,16.51
_03204_,16.5
_06557_,16.5
_12480_,16.5
cpuregs\[10\]\[15\],16.5
cpuregs\[10\]\[5\],16.5
reg_out\[27\],16.5
_02313_,16.48
_02387_,16.48
_03440_,16.48
_11550_,16.48
_13766_,16.48
cpuregs\[2\]\[12\],16.48
_11398_,16.46
_12807_,16.46
_08223_,16.44
_09987_,16.44
clknet_leaf_94_clk,16.44
_13771_,16.43
_03862_,16.42
_06489_,16.42
cpuregs\[1\]\[2\],16.42
_02886_,16.4
_04281_,16.4
_07790_,16.4
_12125_,16.4
_12444_,16.4
_13399_,16.4
_14555_,16.4
cpuregs\[9\]\[18\],16.4
_01695_,16.38
_01818_,16.38
_00631_,16.36
_02601_,16.36
_07405_,16.355
_06948_,16.34
_09159_,16.34
_02172_,16.32
_07959_,16.32
_11331_,16.32
alu_shl\[10\],16.32
alu_shl\[11\],16.32
cpuregs\[4\]\[21\],16.32
mem_wdata[12],16.31
_04436_,16.3
_07056_,16.3
_08432_,16.3
_09523_,16.3
_10490_,16.3
_11735_,16.3
cpuregs\[15\]\[19\],16.3
cpuregs\[7\]\[20\],16.3
_02415_,16.28
_02985_,16.28
_03163_,16.28
_10605_,16.28
_10884_,16.28
_03248_,16.26
_12036_,16.26
_13598_,16.26
cpuregs\[0\]\[10\],16.26
cpuregs\[12\]\[11\],16.26
cpuregs\[15\]\[0\],16.26
cpuregs\[2\]\[16\],16.26
cpuregs\[9\]\[6\],16.26
net366,16.26
_12840_,16.255
_01668_,16.24
_08384_,16.24
_02091_,16.22
_02669_,16.22
_03801_,16.22
_08776_,16.22
_08856_,16.22
_09001_,16.22
_09652_,16.22
_10379_,16.22
_12519_,16.22
_12706_,16.22
_13369_,16.22
_13415_,16.22
_04865_,16.2
_12123_,16.2
cpuregs\[4\]\[4\],16.2
_01672_,16.18
_03667_,16.18
_11131_,16.18
_13108_,16.18
cpuregs\[15\]\[25\],16.18
cpuregs\[3\]\[7\],16.18
_03431_,16.165
_03513_,16.16
_03746_,16.16
_08578_,16.16
_11650_,16.16
cpuregs\[15\]\[12\],16.16
mem_do_rdata,16.16
_03426_,16.14
_05125_,16.14
_07552_,16.14
_10471_,16.14
_12193_,16.14
_12942_,16.14
_02125_,16.12
_04862_,16.12
_13208_,16.12
_01674_,16.1
_03330_,16.1
_08788_,16.1
_09223_,16.1
_11988_,16.1
_12111_,16.1
_14533_,16.1
cpuregs\[16\]\[19\],16.1
_14035_,16.08
_03443_,16.065
_02688_,16.06
_09426_,16.06
_10929_,16.06
_11928_,16.06
_12234_,16.06
_14425_,16.06
cpuregs\[2\]\[14\],16.06
_03224_,16.04
_08335_,16.04
cpuregs\[16\]\[5\],16.04
_08160_,16.035
_02827_,16.02
_14179_,16.02
_01947_,16
_02837_,16
_12678_,16
_13513_,16
cpuregs\[9\]\[25\],16
_07436_,15.985
_04428_,15.98
_04891_,15.98
_07093_,15.98
_12259_,15.97
_02264_,15.96
_10019_,15.96
_12253_,15.96
alu_out\[28\],15.96
_03838_,15.94
_04489_,15.94
_06231_,15.94
_11630_,15.94
_12758_,15.94
_13992_,15.94
cpuregs\[19\]\[23\],15.94
_02778_,15.92
_04227_,15.92
_04645_,15.92
_04966_,15.92
_12579_,15.92
_12718_,15.92
_12735_,15.92
cpuregs\[18\]\[16\],15.92
_07250_,15.9
_08815_,15.9
_08890_,15.9
_11230_,15.9
_12117_,15.9
net248,15.9
_02528_,15.88
_03953_,15.88
_08387_,15.88
_09762_,15.88
_14445_,15.88
_03925_,15.86
_11100_,15.86
_02041_,15.84
_03543_,15.84
_04030_,15.84
_06153_,15.84
_10174_,15.84
_12867_,15.84
_14331_,15.84
cpuregs\[4\]\[15\],15.84
_04034_,15.82
_06805_,15.82
_12513_,15.82
_13746_,15.82
net418,15.82
_01504_,15.8
_10900_,15.8
_11071_,15.8
_11499_,15.8
_13222_,15.8
_04293_,15.78
_04588_,15.78
_11569_,15.78
_13031_,15.78
_14374_,15.78
_12218_,15.77
_04867_,15.765
_03944_,15.76
_04679_,15.76
_09776_,15.74
_02961_,15.72
_09735_,15.72
_10180_,15.72
cpuregs\[9\]\[19\],15.72
_06160_,15.7
_09104_,15.7
_10253_,15.7
_11225_,15.7
cpuregs\[4\]\[18\],15.7
cpuregs\[9\]\[3\],15.7
_01657_,15.68
_10153_,15.68
_11944_,15.68
_13263_,15.68
_14263_,15.68
_02825_,15.66
_07692_,15.66
cpuregs\[13\]\[0\],15.66
_04375_,15.65
_02160_,15.64
_13624_,15.64
_06659_,15.62
_06056_,15.6
_12299_,15.6
count_instr\[62\],15.6
cpuregs\[1\]\[14\],15.6
_11026_,15.595
_01911_,15.58
_02215_,15.58
_03233_,15.58
_07228_,15.58
_07311_,15.58
_10779_,15.58
cpuregs\[16\]\[0\],15.58
cpuregs\[17\]\[31\],15.58
_01948_,15.56
_02145_,15.56
_02204_,15.56
_03629_,15.56
_10141_,15.56
_12264_,15.56
_03879_,15.54
_12957_,15.53
_06134_,15.52
_10503_,15.52
_11392_,15.52
_11639_,15.52
_12268_,15.5
_00615_,15.485
_04365_,15.48
_02757_,15.46
_04491_,15.46
_04742_,15.46
_06708_,15.46
_07540_,15.46
_11312_,15.46
_12717_,15.46
_13560_,15.46
_13841_,15.46
_01864_,15.44
_02169_,15.44
_04211_,15.44
_04584_,15.44
_07956_,15.44
_11572_,15.44
_12221_,15.44
cpuregs\[10\]\[19\],15.42
_07109_,15.4
genblk1.pcpi_mul.rd\[44\],15.4
_03088_,15.38
_03565_,15.38
_09715_,15.38
_11259_,15.38
_11388_,15.38
_11609_,15.38
_11673_,15.38
cpuregs\[3\]\[30\],15.38
_02087_,15.36
_02181_,15.36
_03616_,15.36
_10883_,15.36
alu_out\[0\],15.345
_04129_,15.34
_06161_,15.34
_10795_,15.34
_12782_,15.34
_11472_,15.32
_09147_,15.31
_11856_,15.31
_06777_,15.3
cpuregs\[10\]\[26\],15.3
cpuregs\[18\]\[23\],15.3
_04930_,15.29
_07676_,15.28
_11128_,15.28
_12181_,15.28
_12425_,15.28
_12427_,15.28
cpuregs\[14\]\[3\],15.28
_04078_,15.27
net388,15.27
_02054_,15.26
_02369_,15.26
_05341_,15.26
_07975_,15.26
_13430_,15.26
_13438_,15.26
_14112_,15.26
alu_shr\[9\],15.26
cpuregs\[13\]\[19\],15.26
cpuregs\[16\]\[12\],15.26
cpuregs\[18\]\[7\],15.26
_03964_,15.24
_06092_,15.24
_09915_,15.24
_12436_,15.24
_12905_,15.24
cpuregs\[1\]\[0\],15.24
cpuregs\[8\]\[13\],15.24
_02836_,15.22
_04453_,15.22
_08916_,15.22
_10643_,15.22
_10693_,15.22
_13967_,15.22
cpuregs\[15\]\[20\],15.22
_02648_,15.2
_10689_,15.2
_11877_,15.2
_12187_,15.2
_13834_,15.2
_07546_,15.18
_13006_,15.18
_09655_,15.175
_14588_,15.175
_11906_,15.16
_14383_,15.14
cpuregs\[13\]\[16\],15.14
cpuregs\[9\]\[4\],15.14
_03919_,15.12
_09727_,15.12
_11709_,15.12
_13262_,15.12
cpuregs\[1\]\[27\],15.12
cpuregs\[5\]\[30\],15.12
_01950_,15.1
_02053_,15.1
_07971_,15.1
_09543_,15.1
cpuregs\[12\]\[28\],15.1
cpuregs\[18\]\[1\],15.1
_02629_,15.08
_08923_,15.08
_03326_,15.06
_04675_,15.06
_12494_,15.06
_12534_,15.06
_01240_,15.045
_04791_,15.045
_03921_,15.04
_10036_,15.04
_11755_,15.04
_13256_,15.04
genblk1.pcpi_mul.rs1\[17\],15.04
_03611_,15.02
_04746_,15.02
_04841_,15.02
_07020_,15.02
_09176_,15.02
_11530_,15.02
_12999_,15.02
count_instr\[36\],15.02
cpuregs\[8\]\[29\],15.02
_01219_,15
_02980_,15
_06986_,15
_12507_,15
_14162_,15
genblk1.pcpi_mul.shift_out,15
_08361_,14.99
_02913_,14.98
_12802_,14.97
_06195_,14.96
_12711_,14.96
_13652_,14.96
_00074_,14.945
_01600_,14.94
_02870_,14.94
_03026_,14.94
_07537_,14.94
_09754_,14.94
cpuregs\[12\]\[10\],14.94
cpuregs\[14\]\[8\],14.94
_07442_,14.925
_03315_,14.92
_05093_,14.92
_07242_,14.92
_10549_,14.92
_12265_,14.92
_14053_,14.92
cpuregs\[1\]\[7\],14.92
cpuregs\[3\]\[24\],14.92
is_sltiu_bltu_sltu,14.92
_03051_,14.9
_03356_,14.9
_10949_,14.9
_11004_,14.9
_12083_,14.9
_12404_,14.9
_03433_,14.88
_03693_,14.88
_12113_,14.88
_12943_,14.88
_13933_,14.88
cpuregs\[5\]\[1\],14.88
_02259_,14.86
_03769_,14.86
_04888_,14.86
_12580_,14.86
instr_slti,14.86
_01513_,14.84
_03059_,14.84
_10521_,14.84
cpuregs\[14\]\[17\],14.84
_02982_,14.82
_04151_,14.82
_06538_,14.82
_08826_,14.82
mem_la_addr[4],14.81
_03323_,14.8
_03929_,14.8
_11228_,14.8
_11503_,14.8
_12571_,14.8
_12683_,14.8
cpuregs\[15\]\[14\],14.8
_02420_,14.78
_08499_,14.78
cpuregs\[6\]\[22\],14.78
_03034_,14.76
_03311_,14.76
_03786_,14.76
_06308_,14.76
_08751_,14.76
_12080_,14.76
_13140_,14.76
_13497_,14.76
cpuregs\[8\]\[15\],14.76
_14120_,14.75
_04415_,14.74
_12203_,14.74
_11723_,14.72
_01821_,14.7
_09380_,14.7
cpuregs\[3\]\[10\],14.7
cpuregs\[9\]\[22\],14.7
_04900_,14.69
_02142_,14.68
_02300_,14.68
_08450_,14.68
_09329_,14.68
_12142_,14.68
_12440_,14.68
_13702_,14.68
cpuregs\[10\]\[6\],14.68
cpuregs\[5\]\[8\],14.68
_11720_,14.67
_11678_,14.66
_13773_,14.66
cpuregs\[11\]\[27\],14.66
cpuregs\[15\]\[23\],14.66
cpuregs\[8\]\[22\],14.66
_10847_,14.64
count_cycle\[6\],14.64
_02274_,14.62
_06825_,14.62
_07177_,14.62
_08227_,14.62
cpuregs\[14\]\[23\],14.62
_02380_,14.6
_05028_,14.6
_06163_,14.6
_11585_,14.6
_12417_,14.6
_12726_,14.6
_12952_,14.6
reg_pc\[22\],14.6
_03237_,14.58
_03873_,14.58
_07607_,14.58
_11942_,14.58
_12318_,14.58
_13106_,14.58
cpuregs\[12\]\[4\],14.58
_01659_,14.56
_06791_,14.56
_13039_,14.56
_13275_,14.56
count_instr\[24\],14.56
_00830_,14.555
_02364_,14.54
_04305_,14.54
_08199_,14.54
_09387_,14.54
_09793_,14.54
_10124_,14.54
_13000_,14.54
_14402_,14.54
cpuregs\[16\]\[20\],14.54
genblk1.pcpi_mul.active\[0\],14.54
_02089_,14.52
_08168_,14.52
_12250_,14.52
_12270_,14.52
_14032_,14.52
decoded_rd\[4\],14.52
clknet_leaf_221_clk,14.52
_03135_,14.5
_02034_,14.46
_06535_,14.46
_10529_,14.46
_11211_,14.46
cpuregs\[11\]\[18\],14.46
cpuregs\[15\]\[2\],14.46
_02162_,14.44
_03177_,14.44
_03595_,14.44
_03683_,14.44
_04452_,14.44
_06162_,14.44
_13308_,14.44
_13573_,14.44
cpuregs\[9\]\[21\],14.44
_02465_,14.42
_06722_,14.42
_08360_,14.42
_14346_,14.42
_01671_,14.4
_02829_,14.4
_06707_,14.4
_08202_,14.4
_07221_,14.38
_11632_,14.38
genblk1.pcpi_mul.rs1\[18\],14.38
_01537_,14.36
_02119_,14.36
_07103_,14.36
_10867_,14.36
_09636_,14.35
_02012_,14.34
_03931_,14.34
_09111_,14.34
_09968_,14.34
_10453_,14.34
_10942_,14.34
_12136_,14.34
count_instr\[34\],14.34
cpuregs\[10\]\[18\],14.34
cpuregs\[14\]\[24\],14.34
cpuregs\[15\]\[22\],14.34
cpuregs\[15\]\[31\],14.34
cpuregs\[18\]\[11\],14.34
cpuregs\[3\]\[3\],14.34
cpuregs\[4\]\[28\],14.34
_03748_,14.32
_07148_,14.32
cpuregs\[13\]\[23\],14.32
_04332_,14.31
_01728_,14.3
_01868_,14.3
_03794_,14.3
_04132_,14.3
_04621_,14.3
_07588_,14.3
_08523_,14.3
_08785_,14.3
_09042_,14.3
_13044_,14.3
_13196_,14.3
decoded_rd\[1\],14.3
_02514_,14.28
count_instr\[18\],14.28
cpuregs\[9\]\[17\],14.28
_10052_,14.26
clknet_leaf_144_clk,14.26
_04168_,14.255
_03241_,14.25
_03041_,14.24
_12056_,14.24
cpuregs\[12\]\[25\],14.24
cpuregs\[2\]\[2\],14.24
_12746_,14.23
_03011_,14.22
_03625_,14.22
_03945_,14.22
_06588_,14.22
_10785_,14.22
_11293_,14.22
_11960_,14.22
_13394_,14.22
_14475_,14.22
cpuregs\[2\]\[4\],14.22
cpuregs\[3\]\[29\],14.22
eoi[23],14.22
_04400_,14.215
_02964_,14.21
_07809_,14.21
_01548_,14.2
_10775_,14.2
cpuregs\[13\]\[11\],14.2
cpuregs\[9\]\[8\],14.2
_06880_,14.18
_11328_,14.18
_13777_,14.18
cpuregs\[0\]\[19\],14.18
_10739_,14.16
_11865_,14.16
_02874_,14.14
_06152_,14.14
_07139_,14.14
_08357_,14.14
_09926_,14.14
_11832_,14.14
_12255_,14.14
_02996_,14.12
_06968_,14.12
_07297_,14.12
_09106_,14.12
_11790_,14.12
_14097_,14.12
_04071_,14.1
_04609_,14.1
_04665_,14.1
_12919_,14.1
_13846_,14.1
_04125_,14.095
_08583_,14.08
_12528_,14.08
_12664_,14.08
_13520_,14.08
_12506_,14.06
_13951_,14.06
_07538_,14.04
_12188_,14.04
_12555_,14.04
_14354_,14.04
cpuregs\[5\]\[5\],14.04
_11300_,14.03
_03479_,14.02
_08734_,14.02
_12743_,14.02
_13448_,14.02
_14091_,14.02
_00073_,14.005
_03760_,14
_07668_,14
_09411_,14
_10383_,14
_11122_,14
cpuregs\[4\]\[12\],14
_09250_,13.98
mem_la_addr[26],13.98
_00913_,13.975
_02268_,13.97
_02963_,13.96
_03795_,13.96
_09921_,13.96
_09989_,13.96
_10136_,13.96
_13214_,13.96
_13768_,13.96
_14522_,13.96
_03087_,13.95
_04320_,13.94
_04606_,13.94
_12967_,13.94
cpuregs\[3\]\[0\],13.94
_12358_,13.92
cpuregs\[19\]\[29\],13.92
cpuregs\[5\]\[23\],13.92
_02602_,13.9
_03082_,13.9
_02133_,13.88
_02384_,13.88
_02823_,13.88
_12105_,13.88
cpuregs\[13\]\[8\],13.88
cpuregs\[18\]\[6\],13.88
_10914_,13.86
_12820_,13.86
cpuregs\[0\]\[30\],13.86
cpuregs\[0\]\[4\],13.86
cpuregs\[12\]\[15\],13.86
_02197_,13.84
_03517_,13.84
_03889_,13.84
_04028_,13.84
_11203_,13.84
_11685_,13.84
_12515_,13.84
_13233_,13.84
cpuregs\[16\]\[14\],13.84
_02153_,13.82
_12518_,13.82
cpuregs\[13\]\[31\],13.82
cpuregs\[14\]\[25\],13.82
cpuregs\[9\]\[1\],13.82
_02461_,13.8
_04048_,13.8
_13171_,13.8
_14449_,13.8
_07157_,13.78
_10535_,13.78
_12435_,13.78
cpuregs\[15\]\[17\],13.78
cpuregs\[15\]\[1\],13.78
cpuregs\[2\]\[8\],13.78
cpuregs\[5\]\[4\],13.78
cpuregs\[6\]\[19\],13.78
_01525_,13.76
_01721_,13.76
_09919_,13.76
_10879_,13.76
_13082_,13.76
_13995_,13.76
alu_wait,13.76
cpuregs\[10\]\[14\],13.76
eoi[22],13.76
_06531_,13.72
_08881_,13.72
_09942_,13.72
_11125_,13.72
_12064_,13.72
_12809_,13.72
_13480_,13.7
_04243_,13.68
_10491_,13.68
_12341_,13.68
_13865_,13.68
_13914_,13.68
cpuregs\[19\]\[28\],13.68
_09255_,13.66
_09539_,13.66
_11092_,13.66
_11541_,13.66
_04105_,13.64
_04406_,13.64
_04464_,13.64
_04514_,13.64
_06001_,13.64
_11548_,13.64
_12449_,13.64
cpuregs\[17\]\[14\],13.64
eoi[10],13.64
eoi[11],13.64
eoi[14],13.64
eoi[18],13.64
eoi[2],13.64
eoi[31],13.64
eoi[3],13.64
eoi[4],13.64
eoi[6],13.64
pcpi_insn[18],13.64
_12637_,13.63
_04536_,13.62
_08836_,13.62
_09659_,13.62
_11316_,13.62
cpuregs\[7\]\[21\],13.62
cpuregs\[7\]\[3\],13.62
_04165_,13.61
_00956_,13.605
_04315_,13.6
_03294_,13.58
_07844_,13.58
_09514_,13.58
_11295_,13.58
_14065_,13.58
_01691_,13.56
_03160_,13.56
_02623_,13.54
_03109_,13.54
_03770_,13.54
_04395_,13.54
_09323_,13.54
_11165_,13.54
_11841_,13.54
_13490_,13.54
cpuregs\[11\]\[3\],13.54
cpuregs\[15\]\[9\],13.54
mem_rdata_q\[1\],13.54
_01768_,13.52
_03495_,13.52
_03836_,13.52
_08320_,13.52
_13025_,13.52
_12882_,13.51
_01711_,13.5
_02489_,13.5
_02782_,13.5
_03280_,13.5
_03978_,13.5
_09229_,13.5
_09687_,13.5
_11324_,13.5
_12576_,13.5
_13137_,13.48
_01709_,13.46
_01918_,13.46
_04456_,13.46
_04830_,13.46
_06858_,13.46
_09424_,13.46
_12035_,13.46
_04041_,13.44
_10866_,13.44
_10954_,13.44
_12251_,13.44
_06613_,13.42
_06849_,13.42
_10806_,13.42
_12022_,13.42
_13237_,13.42
_13471_,13.42
_13835_,13.42
_14313_,13.42
_14487_,13.42
cpuregs\[14\]\[12\],13.42
cpuregs\[17\]\[27\],13.42
cpuregs\[8\]\[1\],13.42
eoi[21],13.42
_02917_,13.4
_03396_,13.4
_13506_,13.4
cpuregs\[2\]\[23\],13.4
_11640_,13.38
cpuregs\[10\]\[8\],13.38
cpuregs\[6\]\[14\],13.38
_03382_,13.36
_11611_,13.36
cpuregs\[4\]\[13\],13.36
_04496_,13.35
_03353_,13.34
_04058_,13.34
_04561_,13.34
_13910_,13.34
_02161_,13.32
_02774_,13.32
_09260_,13.32
_10877_,13.32
_11967_,13.32
cpuregs\[10\]\[30\],13.32
_02388_,13.3
_02423_,13.3
_04061_,13.3
_04352_,13.3
_09470_,13.3
_10977_,13.3
_11722_,13.3
_13213_,13.3
_14206_,13.3
_14376_,13.3
cpuregs\[13\]\[9\],13.3
cpuregs\[7\]\[13\],13.3
eoi[19],13.3
eoi[25],13.3
eoi[5],13.3
genblk1.pcpi_mul.rd\[35\],13.3
alu_out\[2\],13.285
_04164_,13.28
_04331_,13.28
_13779_,13.28
_06183_,13.26
_14228_,13.26
_14490_,13.26
cpuregs\[12\]\[18\],13.26
_02196_,13.24
_11093_,13.24
_02353_,13.22
_02920_,13.22
_04505_,13.22
_07276_,13.22
_13273_,13.22
_09922_,13.2
_13103_,13.2
cpuregs\[10\]\[12\],13.2
cpuregs\[11\]\[31\],13.2
_01641_,13.18
_03009_,13.18
_04639_,13.18
_09976_,13.18
_11570_,13.18
_12938_,13.18
_14407_,13.18
eoi[17],13.18
_06062_,13.16
_07214_,13.16
cpuregs\[1\]\[8\],13.16
_08818_,13.14
cpuregs\[0\]\[29\],13.14
_08188_,13.12
_13592_,13.12
_01510_,13.1
_03649_,13.1
_07977_,13.1
_12805_,13.1
_14001_,13.09
_01967_,13.08
_02470_,13.08
_03255_,13.08
_03456_,13.08
_03464_,13.08
_03815_,13.08
_04690_,13.08
_04895_,13.08
_06313_,13.08
_11289_,13.08
_12406_,13.08
_12712_,13.08
_12811_,13.08
_12937_,13.08
alu_add_sub\[21\],13.08
cpuregs\[9\]\[27\],13.08
_08198_,13.06
_09049_,13.06
_09432_,13.06
_10382_,13.06
_10751_,13.06
_11389_,13.06
_13795_,13.06
_14362_,13.06
_10975_,13.055
_02596_,13.04
_02910_,13.04
_02988_,13.04
_04116_,13.04
_04864_,13.04
_08781_,13.04
_08820_,13.04
_10974_,13.04
_11192_,13.04
_13032_,13.04
_10840_,13.01
_12950_,13
_13320_,13
_02693_,12.98
_02792_,12.98
_03716_,12.98
_04303_,12.98
_09471_,12.98
_11973_,12.98
_12987_,12.98
_01321_,12.965
_01515_,12.96
_04274_,12.96
_06442_,12.96
_10161_,12.96
_10966_,12.96
_11031_,12.96
_12013_,12.96
_12575_,12.96
_13323_,12.96
_14358_,12.96
eoi[13],12.96
eoi[16],12.96
eoi[20],12.96
eoi[24],12.96
eoi[29],12.96
eoi[7],12.96
reg_out\[9\],12.96
_02875_,12.94
_04059_,12.94
_11980_,12.94
_02789_,12.93
_01861_,12.92
_03312_,12.92
_03530_,12.92
_03573_,12.92
_06448_,12.92
_10646_,12.92
_12061_,12.92
pcpi_insn[8],12.92
_08189_,12.9
_08547_,12.9
_02634_,12.88
_03631_,12.88
_09826_,12.88
_11182_,12.88
_13276_,12.88
_13728_,12.88
cpuregs\[9\]\[28\],12.88
_11971_,12.86
_12027_,12.86
cpuregs\[13\]\[24\],12.86
cpuregs\[16\]\[29\],12.86
_03546_,12.84
_03878_,12.84
_04431_,12.84
_04593_,12.84
_04708_,12.84
_06301_,12.84
_11423_,12.84
_11425_,12.84
_12195_,12.84
_12434_,12.84
_13792_,12.84
cpuregs\[8\]\[30\],12.84
pcpi_insn[28],12.84
_06212_,12.82
_09115_,12.82
_11220_,12.82
_13692_,12.82
cpuregs\[14\]\[29\],12.82
_11101_,12.81
_11992_,12.81
_02262_,12.8
_02486_,12.8
_03665_,12.8
_02620_,12.78
_10981_,12.78
_11731_,12.78
_13584_,12.78
_13751_,12.78
_02017_,12.76
_02592_,12.76
_07088_,12.76
_09584_,12.76
_11028_,12.76
_01708_,12.74
_02105_,12.74
_02718_,12.74
_03012_,12.72
_03089_,12.72
_03650_,12.72
_07751_,12.72
_10568_,12.72
_11121_,12.72
_11843_,12.72
_13737_,12.72
cpuregs\[12\]\[26\],12.72
cpuregs\[2\]\[31\],12.72
_14634_,12.705
_03870_,12.7
_06269_,12.7
_12651_,12.7
_01825_,12.68
_01880_,12.68
_02724_,12.68
_02860_,12.68
_04503_,12.68
_04617_,12.68
_08356_,12.68
_12751_,12.68
_12933_,12.68
_14472_,12.68
_14573_,12.68
_02029_,12.67
_01228_,12.665
_04177_,12.66
_12368_,12.66
cpuregs\[16\]\[9\],12.66
cpuregs\[5\]\[18\],12.66
_01971_,12.64
_06624_,12.64
_06888_,12.64
_09363_,12.64
_10016_,12.64
_12971_,12.64
_04632_,12.62
_08433_,12.62
_09315_,12.62
_11839_,12.62
_12222_,12.62
_12365_,12.62
_13326_,12.62
_13840_,12.62
cpuregs\[12\]\[2\],12.62
cpuregs\[4\]\[0\],12.62
genblk1.pcpi_mul.rd\[10\],12.62
timer\[10\],12.62
net415,12.62
_02625_,12.6
_06746_,12.6
irq[13],12.6
_03739_,12.59
_02044_,12.58
