net,length_um
pcpi_rs2[23],4.39
pcpi_rs2[3],4.39
pcpi_rs2[5],4.39
net393,4.39
_00671_,4.385
_00718_,4.385
_00815_,4.385
_00831_,4.385
_00941_,4.385
_00986_,4.385
_01002_,4.385
_01309_,4.385
_14620_,4.385
_01342_,4.375
_13047_,4.37
_03047_,4.36
_03304_,4.36
_04668_,4.36
_05455_,4.36
_06059_,4.36
_06211_,4.36
_06241_,4.36
_07240_,4.36
_07605_,4.36
_08070_,4.36
_10293_,4.36
_11151_,4.36
_13455_,4.36
_13866_,4.36
_14315_,4.36
_14393_,4.36
mem_do_prefetch,4.36
_01528_,4.34
_01770_,4.34
_01840_,4.34
_01940_,4.34
_02015_,4.34
_02129_,4.34
_02272_,4.34
_02305_,4.34
_02382_,4.34
_02500_,4.34
_02654_,4.34
_02725_,4.34
_02912_,4.34
_03068_,4.34
_03882_,4.34
_04115_,4.34
_04377_,4.34
_04455_,4.34
_04608_,4.34
_04724_,4.34
_05331_,4.34
_05761_,4.34
_05926_,4.34
_05991_,4.34
_06029_,4.34
_06237_,4.34
_06263_,4.34
_06500_,4.34
_06545_,4.34
_06612_,4.34
_06644_,4.34
_06768_,4.34
_06859_,4.34
_06861_,4.34
_07137_,4.34
_07295_,4.34
_07366_,4.34
_07496_,4.34
_07512_,4.34
_07530_,4.34
_07773_,4.34
_07874_,4.34
_09152_,4.34
_09472_,4.34
_09495_,4.34
_09602_,4.34
_09794_,4.34
_09853_,4.34
_10116_,4.34
_10825_,4.34
_11096_,4.34
_12367_,4.34
_12624_,4.34
_13808_,4.34
_13916_,4.34
_14030_,4.34
_14249_,4.34
_14442_,4.34
_14468_,4.34
_14494_,4.34
cpuregs\[0\]\[24\],4.34
cpuregs\[16\]\[7\],4.34
instr_addi,4.34
reg_out\[10\],4.34
net436,4.34
_00761_,4.335
_01176_,4.325
_02060_,4.32
_10021_,4.32
_00872_,4.305
_00295_,4.295
_00996_,4.295
_14607_,4.295
_00938_,4.285
_04255_,4.28
_00118_,4.265
_00946_,4.265
_00965_,4.265
_01450_,4.265
_01462_,4.265
_00109_,4.24
_00593_,4.24
_00647_,4.24
_00786_,4.24
_01259_,4.24
_01496_,4.24
_02293_,4.24
_04942_,4.24
_06513_,4.24
_06956_,4.24
_07069_,4.24
_07608_,4.24
_09986_,4.24
_10685_,4.24
_14638_,4.24
cpuregs\[7\]\[11\],4.24
_02103_,4.23
_02244_,4.22
_02335_,4.22
_02904_,4.22
_03066_,4.22
_03355_,4.22
_04261_,4.22
_04316_,4.22
_09293_,4.22
_10248_,4.22
_11120_,4.22
_11917_,4.22
cpuregs\[0\]\[0\],4.22
_07068_,4.2
_07107_,4.2
_09499_,4.2
_09658_,4.2
cpuregs\[17\]\[3\],4.2
_00198_,4.165
_00235_,4.165
_00245_,4.165
_00321_,4.165
_00521_,4.165
_00527_,4.165
_00532_,4.165
_00576_,4.165
_00833_,4.165
_00841_,4.165
_00864_,4.165
_00901_,4.165
_00944_,4.165
_01040_,4.165
_01453_,4.165
_00953_,4.145
_01468_,4.145
_01958_,4.14
_06321_,4.14
_06630_,4.14
_06851_,4.14
_07492_,4.14
_09610_,4.14
_14005_,4.14
net456,4.14
_14647_,4.125
_01696_,4.12
_02261_,4.12
_02394_,4.12
_09183_,4.12
_13338_,4.12
_14279_,4.12
cpuregs\[6\]\[30\],4.12
_00309_,4.115
_01568_,4.115
_01132_,4.11
_08998_,4.11
_01571_,4.1
_02451_,4.1
_02501_,4.1
_02639_,4.1
_02967_,4.1
_03482_,4.1
_04180_,4.1
_04624_,4.1
_07081_,4.1
_07325_,4.1
_08632_,4.1
_12671_,4.1
_13379_,4.1
_13986_,4.1
_13999_,4.1
_00399_,4.095
_10060_,4.095
_03938_,4.08
_07012_,4.08
_09528_,4.08
_09850_,4.08
_10068_,4.08
_12276_,4.08
_00064_,4.065
_00710_,4.065
_01358_,4.065
_14579_,4.065
_14300_,4.05
_00433_,4.045
_00486_,4.045
_00975_,4.045
_02638_,4.04
_02546_,4.03
_01406_,4.025
_01827_,4.02
_02805_,4.02
_02955_,4.02
_04141_,4.02
_04306_,4.02
_04465_,4.02
_06802_,4.02
_07584_,4.02
_08951_,4.02
_08991_,4.02
_09194_,4.02
_10398_,4.02
_10447_,4.02
_12029_,4.02
_12287_,4.02
alu_shr\[10\],4.02
net461,4.02
_01026_,4
_02246_,4
_02947_,4
_03043_,4
_03258_,4
_03422_,4
_03445_,4
_03487_,4
_04065_,4
_04442_,4
_05365_,4
_05373_,4
_05413_,4
_05500_,4
_05507_,4
_05581_,4
_05609_,4
_05657_,4
_05663_,4
_05981_,4
_06005_,4
_06041_,4
_06285_,4
_06316_,4
_06871_,4
_06933_,4
_07099_,4
_07200_,4
_07248_,4
_07652_,4
_07683_,4
_08228_,4
_08533_,4
_08877_,4
_08972_,4
_09116_,4
_09191_,4
_09573_,4
_09904_,4
_09935_,4
_10297_,4
_10484_,4
_10656_,4
_10846_,4
_10887_,4
_11325_,4
_12492_,4
_12789_,4
_13115_,4
_14185_,4
_14357_,4
_14361_,4
_14540_,4
alu_add_sub\[24\],4
alu_add_sub\[26\],4
alu_add_sub\[8\],4
genblk1.pcpi_mul.rd\[12\],4
genblk1.pcpi_mul.rd\[8\],4
net425,4
net453,4
_01619_,3.995
_01332_,3.985
_02777_,3.98
_03932_,3.98
_07257_,3.98
_08485_,3.98
_10301_,3.98
_12149_,3.98
_14134_,3.98
_00106_,3.975
_00386_,3.975
_00215_,3.965
_00372_,3.965
_00682_,3.965
_01133_,3.965
_01258_,3.965
_01487_,3.965
net381,3.93
_00036_,3.925
_00355_,3.925
_00390_,3.925
_00458_,3.925
_00515_,3.925
_00612_,3.925
_00709_,3.925
_00741_,3.925
_00748_,3.925
_00753_,3.925
_00776_,3.925
_00788_,3.925
_00806_,3.925
_00820_,3.925
_00974_,3.925
_01030_,3.925
_01042_,3.925
_01129_,3.925
_01150_,3.925
_01293_,3.925
_01300_,3.925
_01377_,3.925
_01401_,3.925
_01426_,3.925
_01470_,3.925
_00021_,3.92
_00896_,3.9
_02291_,3.9
_02703_,3.9
_03101_,3.9
_03427_,3.9
_03967_,3.9
_04021_,3.9
_04250_,3.9
_05064_,3.9
_05345_,3.9
_05435_,3.9
_06040_,3.9
_06091_,3.9
_06440_,3.9
_06934_,3.9
_06943_,3.9
_07255_,3.9
_07391_,3.9
_07506_,3.9
_07699_,3.9
_07969_,3.9
_08128_,3.9
_08766_,3.9
_09538_,3.9
_10037_,3.9
_10377_,3.9
_10391_,3.9
_12634_,3.9
_14492_,3.9
_14636_,3.9
reg_pc\[9\],3.9
_11868_,3.89
_01598_,3.88
_02005_,3.88
_02198_,3.88
_02304_,3.88
_02378_,3.88
_02495_,3.88
_02756_,3.88
_03131_,3.88
_03481_,3.88
_03894_,3.88
_03947_,3.88
_04488_,3.88
_04587_,3.88
_04837_,3.88
_04908_,3.88
_04965_,3.88
_05192_,3.88
_05273_,3.88
_05410_,3.88
_05427_,3.88
_05442_,3.88
_05602_,3.88
_05696_,3.88
_05704_,3.88
_05776_,3.88
_05911_,3.88
_05918_,3.88
_05973_,3.88
_06035_,3.88
_06053_,3.88
_06141_,3.88
_06288_,3.88
_06721_,3.88
_06793_,3.88
_07015_,3.88
_07096_,3.88
_07147_,3.88
_07153_,3.88
_07291_,3.88
_07589_,3.88
_07650_,3.88
_07719_,3.88
_07787_,3.88
_07869_,3.88
_07967_,3.88
_08052_,3.88
_08093_,3.88
_08166_,3.88
_08515_,3.88
_08760_,3.88
_08793_,3.88
_08926_,3.88
_09755_,3.88
_09790_,3.88
_10205_,3.88
_10291_,3.88
_10621_,3.88
_11449_,3.88
_11579_,3.88
_11620_,3.88
_11647_,3.88
_11668_,3.88
_12214_,3.88
_12900_,3.88
_13494_,3.88
_14318_,3.88
net444,3.88
net450,3.88
_01008_,3.875
_11206_,3.87
_00029_,3.865
_00516_,3.865
_04280_,3.86
_04512_,3.86
_01328_,3.845
_00131_,3.805
_00483_,3.805
_00518_,3.805
_00551_,3.805
_00723_,3.805
_00752_,3.805
_00826_,3.805
_00939_,3.805
_00979_,3.805
_00992_,3.805
_01016_,3.805
_01108_,3.805
_08792_,3.805
_14612_,3.805
_00024_,3.8
_00343_,3.78
_00713_,3.78
_00940_,3.78
_01023_,3.78
_01303_,3.78
_01317_,3.78
_02959_,3.78
_06030_,3.78
_06240_,3.78
_06598_,3.78
cpuregs\[4\]\[17\],3.78
_02709_,3.76
_03887_,3.76
_04017_,3.76
_04654_,3.76
_06247_,3.76
_06259_,3.76
_06296_,3.76
_06954_,3.76
_07050_,3.76
_10295_,3.76
_11876_,3.76
_12210_,3.76
_12645_,3.76
_11448_,3.75
_05709_,3.74
_07640_,3.74
_07868_,3.74
_09490_,3.74
_10655_,3.74
_11524_,3.74
_00047_,3.705
_00184_,3.705
_00193_,3.705
_00199_,3.705
_00334_,3.705
_00566_,3.705
_00598_,3.705
_00719_,3.705
_01018_,3.705
_01285_,3.705
_01320_,3.705
_01333_,3.705
_14643_,3.705
_00341_,3.685
_00595_,3.685
_01151_,3.685
_01302_,3.685
_02279_,3.68
_03460_,3.68
_04221_,3.68
_06942_,3.68
_07087_,3.68
_08196_,3.68
_08741_,3.68
_09312_,3.68
_09368_,3.68
_03321_,3.66
_03569_,3.66
_06684_,3.66
_08669_,3.66
_08704_,3.66
_09488_,3.66
_09492_,3.66
_13848_,3.66
cpuregs\[18\]\[3\],3.66
cpuregs\[18\]\[8\],3.66
cpuregs\[1\]\[29\],3.66
cpuregs\[2\]\[20\],3.66
cpuregs\[6\]\[21\],3.66
cpuregs\[9\]\[29\],3.66
genblk1.pcpi_mul.rd\[6\],3.66
_01626_,3.64
_04234_,3.64
_04266_,3.64
_05019_,3.64
_06188_,3.64
_06725_,3.64
_06834_,3.64
_06846_,3.64
_07578_,3.64
_08584_,3.64
_10406_,3.64
_12461_,3.64
_13499_,3.64
_00252_,3.635
_01222_,3.635
_00129_,3.605
_03891_,3.6
_12881_,3.59
_00968_,3.585
_01145_,3.585
_01191_,3.585
_09531_,3.585
_01051_,3.565
_01800_,3.56
_01930_,3.56
_02019_,3.56
_02334_,3.56
_02791_,3.56
_03092_,3.56
_03438_,3.56
_04554_,3.56
_04789_,3.56
_04937_,3.56
_05168_,3.56
_06426_,3.56
_06516_,3.56
_06550_,3.56
_06883_,3.56
_06885_,3.56
_07241_,3.56
_07394_,3.56
_07525_,3.56
_07534_,3.56
_07601_,3.56
_07633_,3.56
_07827_,3.56
_07830_,3.56
_09954_,3.56
_10483_,3.56
_10538_,3.56
_10574_,3.56
_11681_,3.56
_11998_,3.56
_13020_,3.56
_13564_,3.56
alu_add_sub\[15\],3.56
alu_add_sub\[5\],3.56
_14424_,3.555
_01031_,3.54
_01639_,3.54
_01727_,3.54
_02138_,3.54
_02519_,3.54
_02540_,3.54
_03108_,3.54
_03141_,3.54
_03260_,3.54
_03527_,3.54
_03657_,3.54
_04391_,3.54
_04501_,3.54
_04574_,3.54
_04643_,3.54
_05143_,3.54
_05218_,3.54
_05305_,3.54
_05375_,3.54
_05376_,3.54
_05393_,3.54
_05416_,3.54
_05639_,3.54
_05715_,3.54
_05781_,3.54
_05794_,3.54
_05853_,3.54
_05895_,3.54
_06012_,3.54
_06047_,3.54
_06409_,3.54
_06438_,3.54
_06669_,3.54
_06811_,3.54
_07060_,3.54
_07089_,3.54
_07238_,3.54
_07333_,3.54
_07544_,3.54
_07590_,3.54
_07662_,3.54
_07723_,3.54
_07854_,3.54
_08072_,3.54
_08096_,3.54
_08466_,3.54
_08750_,3.54
_08846_,3.54
_08906_,3.54
_09187_,3.54
_09234_,3.54
_09491_,3.54
_10038_,3.54
_10947_,3.54
_12729_,3.54
_13187_,3.54
_13930_,3.54
_14175_,3.54
alu_add_sub\[11\],3.54
alu_add_sub\[14\],3.54
genblk1.pcpi_mul.rd\[14\],3.54
net447,3.54
_05261_,3.52
_05429_,3.52
_06967_,3.52
_09443_,3.52
_11545_,3.52
_13012_,3.52
alu_eq,3.52
_00335_,3.515
_00413_,3.515
_01424_,3.515
_13444_,3.51
_00015_,3.505
_00286_,3.505
_00510_,3.505
_00524_,3.505
_00591_,3.505
_00740_,3.505
_00937_,3.505
_01261_,3.505
_01268_,3.505
_01369_,3.505
_11689_,3.5
_01481_,3.485
_00266_,3.465
_00282_,3.465
_00320_,3.465
_00322_,3.465
_00326_,3.465
_00329_,3.465
_00331_,3.465
_00339_,3.465
_00349_,3.465
_00450_,3.465
_00655_,3.465
_00780_,3.465
_00783_,3.465
_00840_,3.465
_00998_,3.465
_01006_,3.465
_01025_,3.465
_01084_,3.465
_01121_,3.465
_01204_,3.465
_01245_,3.465
_01283_,3.465
_01294_,3.465
_01307_,3.465
_01373_,3.465
_01376_,3.465
_01378_,3.465
_01418_,3.465
_14627_,3.465
_09318_,3.445
_00529_,3.44
_04405_,3.44
_05151_,3.44
_05179_,3.44
_05394_,3.44
_05465_,3.44
_05713_,3.44
_06019_,3.44
_06052_,3.44
_06214_,3.44
_06268_,3.44
_06658_,3.44
_06678_,3.44
_07392_,3.44
_07658_,3.44
_07895_,3.44
_08037_,3.44
_08045_,3.44
_08995_,3.44
_09890_,3.44
_10115_,3.44
_10257_,3.44
_10480_,3.44
decoded_imm\[23\],3.44
_12975_,3.435
_01965_,3.42
_02217_,3.42
_02516_,3.42
_02523_,3.42
_02584_,3.42
_03743_,3.42
_03816_,3.42
_03881_,3.42
_04178_,3.42
_04469_,3.42
_04592_,3.42
_04939_,3.42
_05135_,3.42
_05169_,3.42
_05170_,3.42
_05590_,3.42
_05637_,3.42
_05670_,3.42
_05724_,3.42
_05774_,3.42
_05801_,3.42
_05826_,3.42
_05833_,3.42
_05855_,3.42
_05930_,3.42
_06018_,3.42
_06060_,3.42
_06177_,3.42
_06402_,3.42
_06502_,3.42
_06809_,3.42
_06895_,3.42
_07025_,3.42
_07028_,3.42
_07173_,3.42
_07370_,3.42
_07401_,3.42
_07714_,3.42
_08064_,3.42
_08208_,3.42
_08591_,3.42
_08597_,3.42
_08759_,3.42
_08787_,3.42
_08789_,3.42
_09169_,3.42
_09201_,3.42
_09326_,3.42
_09395_,3.42
_09446_,3.42
_09529_,3.42
_09554_,3.42
_09740_,3.42
_09809_,3.42
_09955_,3.42
_09978_,3.42
_10058_,3.42
_10183_,3.42
_10229_,3.42
_10252_,3.42
_11430_,3.42
_11732_,3.42
_12916_,3.42
_12976_,3.42
_13123_,3.42
_13800_,3.42
_14218_,3.42
_14296_,3.42
_14394_,3.42
net472,3.42
_00274_,3.415
_00121_,3.405
_00292_,3.405
_01225_,3.405
_01247_,3.405
_01254_,3.405
_02478_,3.4
_07423_,3.395
_08339_,3.38
_06868_,3.35
_00123_,3.345
_00258_,3.345
_00513_,3.345
_00553_,3.345
_00574_,3.345
_00809_,3.345
_00829_,3.345
_01013_,3.345
_01090_,3.345
_01173_,3.345
_01195_,3.345
_01267_,3.345
_01275_,3.345
_01436_,3.345
_00387_,3.34
_01471_,3.34
_00017_,3.32
_00273_,3.32
_00584_,3.32
_00676_,3.32
_00749_,3.32
_00794_,3.32
_00869_,3.32
_01105_,3.32
_01170_,3.32
_01237_,3.32
_01368_,3.32
_01370_,3.32
_01458_,3.32
_05091_,3.32
_06607_,3.32
_06918_,3.32
_10545_,3.32
_11272_,3.32
_12836_,3.32
_09027_,3.31
_08414_,3.305
_03172_,3.3
_06219_,3.3
_06705_,3.3
_06923_,3.3
_06969_,3.3
_07017_,3.3
_07837_,3.3
_07922_,3.3
_08392_,3.3
_10208_,3.3
_13079_,3.3
_01346_,3.255
_00207_,3.245
_00451_,3.245
_00473_,3.245
_00799_,3.245
_00821_,3.245
_00860_,3.245
_01063_,3.245
_01271_,3.245
_01452_,3.245
_00150_,3.225
_00582_,3.225
_00768_,3.225
_01179_,3.225
_14615_,3.225
_01738_,3.22
_02951_,3.22
_03335_,3.22
_03522_,3.22
_03538_,3.22
_03654_,3.22
_03688_,3.22
_04840_,3.22
_06397_,3.22
_06660_,3.22
_06909_,3.22
_06917_,3.22
_07158_,3.22
_08625_,3.22
_09044_,3.22
_09640_,3.22
_02878_,3.21
_03785_,3.2
_09313_,3.2
_01529_,3.18
_02177_,3.18
_03078_,3.18
_04779_,3.18
_06823_,3.18
_08243_,3.18
_08451_,3.18
_08811_,3.18
_09353_,3.18
_10051_,3.18
_10570_,3.18
_10904_,3.18
_11644_,3.18
_12931_,3.18
_13591_,3.18
_13617_,3.18
_14158_,3.18
_14199_,3.18
_14288_,3.18
_00179_,3.175
_00211_,3.175
_00268_,3.175
_00498_,3.175
_00563_,3.175
_00863_,3.175
_01007_,3.175
_01153_,3.175
_01209_,3.175
_01454_,3.175
_01498_,3.175
_12501_,3.175
_14613_,3.175
_00206_,3.165
_00006_,3.145
_00790_,3.145
_01384_,3.145
_01112_,3.125
_01393_,3.125
_01422_,3.125
_09439_,3.125
_06541_,3.115
_01065_,3.1
_01655_,3.1
_02843_,3.1
_03350_,3.1
_03476_,3.1
_04027_,3.1
_04441_,3.1
_04484_,3.1
_04568_,3.1
_04642_,3.1
_04659_,3.1
_04674_,3.1
_06208_,3.1
_06505_,3.1
_06600_,3.1
_06770_,3.1
_06829_,3.1
_06890_,3.1
_07102_,3.1
_07216_,3.1
_07387_,3.1
_07507_,3.1
_07859_,3.1
_08327_,3.1
_08528_,3.1
_08601_,3.1
_09320_,3.1
_09714_,3.1
_09843_,3.1
_09884_,3.1
_10000_,3.1
_10413_,3.1
_10468_,3.1
_10550_,3.1
_11139_,3.1
_11246_,3.1
_12669_,3.1
_12818_,3.1
_13431_,3.1
genblk1.pcpi_mul.rd\[13\],3.1
genblk1.pcpi_mul.rd\[15\],3.1
net468,3.1
_14390_,3.085
_01015_,3.08
_01017_,3.08
_01081_,3.08
_01554_,3.08
_01590_,3.08
_02159_,3.08
_02174_,3.08
_02229_,3.08
_02464_,3.08
_02808_,3.08
_02992_,3.08
_03257_,3.08
_03494_,3.08
_03863_,3.08
_03866_,3.08
_04179_,3.08
_04666_,3.08
_04684_,3.08
_04772_,3.08
_05422_,3.08
_05625_,3.08
_05630_,3.08
_05641_,3.08
_05763_,3.08
_05858_,3.08
_06048_,3.08
_06063_,3.08
_06080_,3.08
_06115_,3.08
_06619_,3.08
_07193_,3.08
_07197_,3.08
_07210_,3.08
_07302_,3.08
_07355_,3.08
_07380_,3.08
_07490_,3.08
_07504_,3.08
_07566_,3.08
_07610_,3.08
_07612_,3.08
_07635_,3.08
_07680_,3.08
_07913_,3.08
_07916_,3.08
_07943_,3.08
_07997_,3.08
_08103_,3.08
_08109_,3.08
_08135_,3.08
_08425_,3.08
_08723_,3.08
_09013_,3.08
_09583_,3.08
_09733_,3.08
_09923_,3.08
_09979_,3.08
_10075_,3.08
_10099_,3.08
_10135_,3.08
_10482_,3.08
_11403_,3.08
_11574_,3.08
_11637_,3.08
_12420_,3.08
_12893_,3.08
_13266_,3.08
_13729_,3.08
_14058_,3.08
_14266_,3.08
_14337_,3.08
_14432_,3.08
_14448_,3.08
alu_add_sub\[12\],3.08
_02301_,3.06
_06461_,3.06
_07234_,3.06
_08041_,3.06
_08624_,3.06
_09383_,3.06
_14460_,3.06
_00540_,3.055
_00971_,3.055
_01270_,3.055
_00012_,3.045
_00388_,3.045
_00656_,3.045
_00691_,3.045
_00871_,3.045
_00891_,3.045
_00893_,3.045
_00991_,3.045
_01347_,3.045
_01457_,3.045
_01493_,3.045
_07215_,3.045
_00234_,3.005
_00278_,3.005
_00305_,3.005
_00337_,3.005
_00344_,3.005
_00379_,3.005
_00468_,3.005
_00554_,3.005
_00557_,3.005
_00559_,3.005
_00560_,3.005
_00575_,3.005
_00578_,3.005
_00606_,3.005
_00610_,3.005
_00653_,3.005
_00662_,3.005
_00672_,3.005
_00674_,3.005
_00686_,3.005
_00775_,3.005
_00789_,3.005
_00792_,3.005
_00796_,3.005
_00819_,3.005
_00905_,3.005
_01056_,3.005
_01123_,3.005
_01177_,3.005
_01180_,3.005
_01183_,3.005
_01192_,3.005
_01217_,3.005
_01218_,3.005
_01262_,3.005
_01269_,3.005
_01286_,3.005
_01291_,3.005
_01304_,3.005
_01316_,3.005
_01392_,3.005
_01399_,3.005
_14583_,3.005
_00827_,3
_12412_,3
_00679_,2.98
_00762_,2.98
_00772_,2.98
_01134_,2.98
_01519_,2.98
_02678_,2.98
_03621_,2.98
_03857_,2.98
_04032_,2.98
_04567_,2.98
_04778_,2.98
_05066_,2.98
_05372_,2.98
_05518_,2.98
_05553_,2.98
_05605_,2.98
_05633_,2.98
_05645_,2.98
_05886_,2.98
_05967_,2.98
_05977_,2.98
_06452_,2.98
_06548_,2.98
_06672_,2.98
_06693_,2.98
_06806_,2.98
_07307_,2.98
_07891_,2.98
_07987_,2.98
_08002_,2.98
_08055_,2.98
_08800_,2.98
_09249_,2.98
_09322_,2.98
_09498_,2.98
_09639_,2.98
_10194_,2.98
_10778_,2.98
_12073_,2.98
_12829_,2.98
_14102_,2.98
genblk1.pcpi_mul.rd\[21\],2.98
irq_active,2.98
_03823_,2.975
_01609_,2.96
_01729_,2.96
_02163_,2.96
_02205_,2.96
_02354_,2.96
_02434_,2.96
_02626_,2.96
_02664_,2.96
_02737_,2.96
_02833_,2.96
_03038_,2.96
_03162_,2.96
_03329_,2.96
_03341_,2.96
_03712_,2.96
_03975_,2.96
_04004_,2.96
_04329_,2.96
_04345_,2.96
_04396_,2.96
_04432_,2.96
_04508_,2.96
_04549_,2.96
_04600_,2.96
_04647_,2.96
_04680_,2.96
_04721_,2.96
_04765_,2.96
_05004_,2.96
_05044_,2.96
_05194_,2.96
_05420_,2.96
_05464_,2.96
_05511_,2.96
_05644_,2.96
_05702_,2.96
_05846_,2.96
_05916_,2.96
_06033_,2.96
_06042_,2.96
_06081_,2.96
_06099_,2.96
_06171_,2.96
_06639_,2.96
_06794_,2.96
_06870_,2.96
_06898_,2.96
_07022_,2.96
_07047_,2.96
_07226_,2.96
_07322_,2.96
_07361_,2.96
_07486_,2.96
_07539_,2.96
_07579_,2.96
_07591_,2.96
_07604_,2.96
_07616_,2.96
_07700_,2.96
_07712_,2.96
_07804_,2.96
_07835_,2.96
_08003_,2.96
_08018_,2.96
_08086_,2.96
_08259_,2.96
_08868_,2.96
_09071_,2.96
_09595_,2.96
_09657_,2.96
_09773_,2.96
_10100_,2.96
_10210_,2.96
_10213_,2.96
_10226_,2.96
_10388_,2.96
_11921_,2.96
_12541_,2.96
_12693_,2.96
_13033_,2.96
_13371_,2.96
_13498_,2.96
_13615_,2.96
net455,2.96
_00020_,2.945
_00352_,2.945
_00469_,2.945
_00492_,2.945
_00526_,2.945
_00548_,2.945
_00760_,2.945
_01265_,2.945
_01439_,2.945
_02645_,2.91
_00044_,2.885
_00208_,2.885
_00233_,2.885
_00311_,2.885
_00366_,2.885
_00462_,2.885
_00511_,2.885
_00681_,2.885
_00733_,2.885
_00802_,2.885
_00825_,2.885
_00950_,2.885
_01010_,2.885
_01109_,2.885
_01171_,2.885
_01186_,2.885
_01251_,2.885
_01478_,2.885
_00226_,2.88
_00301_,2.88
_00438_,2.88
_00652_,2.88
_00678_,2.88
_01253_,2.88
_01289_,2.88
_01311_,2.88
_00297_,2.86
_00306_,2.86
_00346_,2.86
_00408_,2.86
_00426_,2.86
_00586_,2.86
_00645_,2.86
_00698_,2.86
_00729_,2.86
_00816_,2.86
_00951_,2.86
_00999_,2.86
_01037_,2.86
_01071_,2.86
_01115_,2.86
_01227_,2.86
_01280_,2.86
_01352_,2.86
_03571_,2.86
_04072_,2.86
_05139_,2.86
_06579_,2.86
_07598_,2.86
_07748_,2.86
_09237_,2.86
_09265_,2.86
_11263_,2.86
_14560_,2.86
_14609_,2.86
genblk1.pcpi_mul.rd\[19\],2.86
_06758_,2.855
_02134_,2.84
_03137_,2.84
_04534_,2.84
_05253_,2.84
_06981_,2.84
_07497_,2.84
_09503_,2.84
_13646_,2.84
_13954_,2.84
_14205_,2.84
_00288_,2.835
_00569_,2.835
_01137_,2.835
_01197_,2.835
_01296_,2.835
_01395_,2.835
_14606_,2.835
_00111_,2.785
_00160_,2.785
_00175_,2.785
_00186_,2.785
_00191_,2.785
_00228_,2.785
_00308_,2.785
_00324_,2.785
_00482_,2.785
_00542_,2.785
_00546_,2.785
_00555_,2.785
_00592_,2.785
_00757_,2.785
_00793_,2.785
_00837_,2.785
_00849_,2.785
_00906_,2.785
_00993_,2.785
_01052_,2.785
_01098_,2.785
_01111_,2.785
_01136_,2.785
_01260_,2.785
_01388_,2.785
_01389_,2.785
_01402_,2.785
_01413_,2.785
_14640_,2.785
_14641_,2.785
_00976_,2.76
_02686_,2.76
_03203_,2.76
_04367_,2.76
_05162_,2.76
_06388_,2.76
_06732_,2.76
_06949_,2.76
_08893_,2.76
_09063_,2.76
_09356_,2.76
_09526_,2.76
_10419_,2.76
_10443_,2.76
_12031_,2.76
_13258_,2.76
_13343_,2.76
net454,2.76
_01673_,2.74
_02267_,2.74
_03759_,2.74
_03853_,2.74
_06357_,2.74
_06491_,2.74
_06731_,2.74
_06992_,2.74
_08214_,2.74
_08737_,2.74
_08919_,2.74
_09534_,2.74
_12372_,2.74
_14194_,2.74
_14470_,2.74
_09366_,2.73
_06187_,2.72
_06460_,2.72
_07120_,2.72
_08739_,2.72
_10994_,2.72
_13920_,2.72
_14397_,2.72
_14525_,2.72
_00124_,2.715
_00144_,2.715
_00147_,2.715
_00164_,2.715
_00182_,2.715
_00187_,2.715
_00221_,2.715
_00262_,2.715
_00284_,2.715
_00294_,2.715
_00317_,2.715
_00360_,2.715
_00380_,2.715
_00389_,2.715
_00391_,2.715
_00403_,2.715
_00416_,2.715
_00495_,2.715
_00509_,2.715
_00543_,2.715
_00547_,2.715
_00561_,2.715
_00607_,2.715
_00664_,2.715
_00687_,2.715
_00750_,2.715
_00759_,2.715
_00779_,2.715
_00845_,2.715
_00952_,2.715
_00969_,2.715
_01076_,2.715
_01124_,2.715
_01141_,2.715
_01157_,2.715
_01174_,2.715
_01188_,2.715
_01210_,2.715
_01288_,2.715
_01386_,2.715
_00374_,2.705
_00429_,2.705
_00453_,2.705
_00774_,2.705
_00885_,2.705
_00911_,2.705
_01221_,2.705
_01479_,2.705
_14611_,2.705
_04176_,2.7
_01295_,2.665
_12150_,2.655
_08999_,2.65
_01617_,2.64
_01680_,2.64
_01978_,2.64
_02090_,2.64
_02236_,2.64
_02929_,2.64
_03072_,2.64
_03188_,2.64
_03324_,2.64
_03562_,2.64
_03612_,2.64
_04596_,2.64
_04748_,2.64
_06523_,2.64
_06558_,2.64
_06576_,2.64
_06743_,2.64
_07095_,2.64
_07141_,2.64
_07180_,2.64
_07198_,2.64
_07312_,2.64
_07336_,2.64
_07533_,2.64
_07617_,2.64
_07655_,2.64
_07689_,2.64
_07690_,2.64
_07974_,2.64
_08531_,2.64
_08866_,2.64
_08924_,2.64
_08979_,2.64
_09034_,2.64
_09677_,2.64
_09764_,2.64
_09868_,2.64
_09879_,2.64
_09949_,2.64
_09962_,2.64
_10442_,2.64
_10499_,2.64
_10517_,2.64
_10946_,2.64
_12213_,2.64
_12474_,2.64
_13522_,2.64
_14016_,2.64
_14286_,2.64
_14388_,2.64
genblk1.pcpi_mul.rd\[20\],2.64
net477,2.64
_06197_,2.63
_00243_,2.62
_01014_,2.62
_01020_,2.62
_01087_,2.62
_01747_,2.62
_01782_,2.62
_01815_,2.62
_01915_,2.62
_02065_,2.62
_02104_,2.62
_02242_,2.62
_02288_,2.62
_02822_,2.62
_02850_,2.62
_03267_,2.62
_03349_,2.62
_03416_,2.62
_03424_,2.62
_03591_,2.62
_03647_,2.62
_03656_,2.62
_03957_,2.62
_04289_,2.62
_04337_,2.62
